Track,Time,Name,Channel,Note,Velocity
123,1,5590,Control_c,0,67.0,25.0
124,1,5606,Control_c,0,67.0,36.0
125,1,5617,Note_on_c,0,76.0,71.0
127,1,5622,Control_c,0,67.0,45.0
128,1,5636,Control_c,0,67.0,51.0
129,1,5651,Control_c,0,67.0,57.0
131,1,5667,Control_c,0,67.0,62.0
132,1,5669,Note_on_c,0,78.0,72.0
133,1,5682,Control_c,0,67.0,69.0
134,1,5698,Control_c,0,67.0,78.0
135,1,5712,Control_c,0,67.0,86.0
136,1,5723,Note_on_c,0,76.0,71.0
137,1,5727,Control_c,0,67.0,93.0
139,1,5743,Control_c,0,67.0,98.0
140,1,5758,Control_c,0,67.0,103.0
142,1,5774,Control_c,0,67.0,107.0
143,1,5776,Note_on_c,0,78.0,70.0
144,1,5788,Control_c,0,67.0,110.0
145,1,5796,Note_on_c,0,69.0,62.0
146,1,5803,Control_c,0,67.0,112.0
147,1,5819,Control_c,0,67.0,113.0
149,1,5832,Note_on_c,0,76.0,67.0
152,1,5893,Note_on_c,0,78.0,72.0
153,1,5910,Control_c,0,67.0,112.0
154,1,5925,Control_c,0,67.0,111.0
155,1,5941,Control_c,0,67.0,110.0
156,1,5951,Note_on_c,0,76.0,68.0
158,1,5971,Control_c,0,67.0,110.0
159,1,5986,Control_c,0,67.0,109.0
160,1,6001,Control_c,0,67.0,108.0
162,1,6008,Note_on_c,0,74.0,71.0
163,1,6017,Control_c,0,67.0,106.0
164,1,6032,Control_c,0,67.0,105.0
165,1,6062,Control_c,0,67.0,104.0
167,1,6076,Note_on_c,0,76.0,70.0
168,1,6093,Control_c,0,67.0,104.0
169,1,6109,Control_c,0,67.0,102.0
170,1,6123,Control_c,0,67.0,100.0
171,1,6139,Control_c,0,67.0,99.0
172,1,6154,Control_c,0,67.0,97.0
173,1,6169,Control_c,0,67.0,96.0
175,1,6174,Note_on_c,0,62.0,46.0
176,1,6174,Note_on_c,0,78.0,70.0
177,1,6185,Control_c,0,67.0,95.0
178,1,6199,Control_c,0,67.0,95.0
179,1,6215,Control_c,0,67.0,93.0
180,1,6230,Control_c,0,64.0,34.0
181,1,6230,Control_c,0,67.0,90.0
182,1,6244,Control_c,0,64.0,59.0
183,1,6244,Control_c,0,67.0,87.0
184,1,6260,Control_c,0,64.0,64.0
185,1,6260,Control_c,0,67.0,84.0
186,1,6275,Control_c,0,64.0,70.0
187,1,6275,Control_c,0,67.0,81.0
189,1,6290,Control_c,0,64.0,86.0
190,1,6290,Control_c,0,67.0,77.0
192,1,6306,Control_c,0,64.0,127.0
193,1,6306,Control_c,0,67.0,73.0
194,1,6328,Control_c,0,67.0,70.0
195,1,6344,Control_c,0,67.0,68.0
196,1,6359,Control_c,0,67.0,67.0
197,1,6374,Control_c,0,67.0,66.0
198,1,6389,Control_c,0,67.0,65.0
199,1,6404,Control_c,0,67.0,64.0
200,1,6421,Control_c,0,67.0,63.0
201,1,6436,Control_c,0,67.0,62.0
202,1,6451,Control_c,0,67.0,61.0
203,1,6467,Control_c,0,67.0,60.0
204,1,6481,Control_c,0,67.0,60.0
205,1,6497,Control_c,0,67.0,59.0
206,1,6512,Control_c,0,67.0,58.0
207,1,6527,Control_c,0,67.0,58.0
208,1,6543,Control_c,0,67.0,57.0
209,1,6557,Control_c,0,64.0,99.0
210,1,6557,Note_on_c,0,62.0,67.0
211,1,6558,Note_on_c,0,81.0,73.0
212,1,6573,Control_c,0,64.0,64.0
215,1,6588,Control_c,0,67.0,57.0
216,1,6619,Control_c,0,67.0,56.0
217,1,6633,Control_c,0,67.0,55.0
218,1,6648,Control_c,0,67.0,54.0
220,1,6664,Control_c,0,67.0,54.0
221,1,6667,Note_on_c,0,74.0,68.0
222,1,6694,Control_c,0,67.0,53.0
224,1,6763,Note_on_c,0,69.0,59.0
225,1,6769,Control_c,0,67.0,53.0
226,1,6785,Control_c,0,67.0,52.0
227,1,6815,Control_c,0,67.0,52.0
228,1,6875,Note_on_c,0,55.0,61.0
229,1,6879,Note_on_c,0,71.0,66.0
231,1,6891,Control_c,0,67.0,51.0
233,1,6907,Control_c,0,67.0,51.0
234,1,6922,Control_c,0,67.0,50.0
236,1,6938,Control_c,0,67.0,49.0
237,1,6948,Note_on_c,0,73.0,68.0
238,1,6953,Control_c,0,67.0,48.0
239,1,6967,Control_c,0,67.0,48.0
240,1,6983,Control_c,0,67.0,47.0
241,1,7013,Control_c,0,67.0,47.0
243,1,7022,Note_on_c,0,71.0,65.0
244,1,7038,Note_on_c,0,64.0,59.0
246,1,7059,Control_c,0,67.0,46.0
248,1,7091,Note_on_c,0,69.0,68.0
249,1,7097,Control_c,0,67.0,46.0
250,1,7112,Control_c,0,67.0,45.0
251,1,7126,Control_c,0,67.0,44.0
253,1,7142,Control_c,0,67.0,43.0
254,1,7143,Note_on_c,0,71.0,62.0
255,1,7157,Control_c,0,67.0,42.0
256,1,7173,Control_c,0,67.0,41.0
257,1,7188,Control_c,0,67.0,39.0
258,1,7197,Note_on_c,0,57.0,61.0
259,1,7200,Note_on_c,0,73.0,73.0
260,1,7203,Control_c,0,67.0,37.0
261,1,7218,Control_c,0,67.0,34.0
264,1,7233,Control_c,0,67.0,32.0
265,1,7249,Control_c,0,67.0,30.0
267,1,7264,Note_on_c,0,74.0,68.0
268,1,7265,Control_c,0,67.0,28.0
269,1,7280,Control_c,0,67.0,26.0
270,1,7295,Control_c,0,67.0,25.0
271,1,7310,Control_c,0,67.0,24.0
272,1,7322,Note_on_c,0,73.0,67.0
273,1,7325,Control_c,0,67.0,23.0
275,1,7359,Note_on_c,0,66.0,59.0
276,1,7371,Control_c,0,67.0,23.0
278,1,7387,Control_c,0,67.0,22.0
280,1,7400,Note_on_c,0,71.0,68.0
281,1,7401,Control_c,0,67.0,21.0
282,1,7417,Control_c,0,67.0,20.0
283,1,7432,Control_c,0,67.0,20.0
284,1,7446,Control_c,0,67.0,19.0
285,1,7449,Note_on_c,0,73.0,59.0
287,1,7462,Control_c,0,67.0,19.0
288,1,7477,Control_c,0,67.0,18.0
289,1,7493,Control_c,0,67.0,17.0
290,1,7506,Note_on_c,0,59.0,65.0
291,1,7508,Control_c,0,67.0,17.0
292,1,7509,Note_on_c,0,74.0,80.0
293,1,7522,Control_c,0,67.0,13.0
296,1,7538,Control_c,0,67.0,9.0
299,1,7574,Note_on_c,0,76.0,67.0
300,1,7634,Note_on_c,0,74.0,71.0
302,1,7662,Note_on_c,0,67.0,61.0
305,1,7693,Note_on_c,0,73.0,75.0
307,1,7760,Note_on_c,0,74.0,69.0
308,1,7809,Note_on_c,0,76.0,80.0
309,1,7815,Note_on_c,0,61.0,61.0
313,1,7881,Note_on_c,0,78.0,77.0
314,1,7948,Note_on_c,0,76.0,74.0
316,1,7976,Note_on_c,0,69.0,66.0
319,1,8017,Note_on_c,0,74.0,79.0
320,1,8071,Note_on_c,0,76.0,73.0
322,1,8133,Note_on_c,0,62.0,66.0
323,1,8138,Note_on_c,0,78.0,86.0
326,1,8189,Note_on_c,0,79.0,73.0
328,1,8251,Note_on_c,0,78.0,72.0
330,1,8295,Note_on_c,0,71.0,61.0
332,1,8320,Note_on_c,0,76.0,75.0
334,1,8375,Note_on_c,0,78.0,79.0
336,1,8441,Note_on_c,0,79.0,86.0
337,1,8446,Note_on_c,0,64.0,67.0
340,1,8488,Note_on_c,0,81.0,77.0
342,1,8555,Note_on_c,0,79.0,78.0
344,1,8591,Note_on_c,0,73.0,71.0
346,1,8616,Note_on_c,0,78.0,80.0
349,1,8685,Note_on_c,0,79.0,78.0
350,1,8746,Note_on_c,0,81.0,89.0
351,1,8747,Note_on_c,0,66.0,77.0
355,1,8811,Note_on_c,0,83.0,79.0
356,1,8881,Note_on_c,0,81.0,85.0
358,1,8899,Note_on_c,0,74.0,82.0
361,1,8942,Note_on_c,0,79.0,81.0
362,1,8995,Note_on_c,0,81.0,85.0
364,1,9039,Note_on_c,0,67.0,83.0
365,1,9053,Note_on_c,0,83.0,87.0
369,1,9231,Note_on_c,0,69.0,79.0
370,1,9233,Note_on_c,0,85.0,87.0
373,1,9400,Note_on_c,0,86.0,87.0
374,1,9402,Note_on_c,0,71.0,89.0
376,1,9481,Note_on_c,0,85.0,82.0
378,1,9559,Note_on_c,0,83.0,79.0
380,1,9638,Note_on_c,0,81.0,89.0
383,1,9716,Note_on_c,0,67.0,81.0
384,1,9721,Note_on_c,0,79.0,87.0
386,1,9767,Note_on_c,0,69.0,16.0
387,1,9798,Note_on_c,0,78.0,87.0
390,1,9872,Note_on_c,0,76.0,84.0
393,1,9953,Note_on_c,0,74.0,88.0
394,1,10021,Note_on_c,0,69.0,71.0
395,1,10038,Note_on_c,0,76.0,85.0
398,1,10125,Note_on_c,0,81.0,86.0
400,1,10209,Note_on_c,0,79.0,81.0
402,1,10285,Note_on_c,0,78.0,79.0
404,1,10374,Note_on_c,0,57.0,59.0
405,1,10374,Note_on_c,0,76.0,74.0
408,1,10448,Note_on_c,0,74.0,74.0
409,1,10487,Control_c,0,64.0,34.0
411,1,10503,Control_c,0,64.0,58.0
412,1,10519,Control_c,0,64.0,64.0
413,1,10524,Note_on_c,0,73.0,78.0
414,1,10535,Control_c,0,64.0,67.0
416,1,10549,Control_c,0,64.0,71.0
417,1,10564,Control_c,0,64.0,79.0
418,1,10580,Control_c,0,64.0,94.0
419,1,10595,Control_c,0,64.0,127.0
420,1,10613,Note_on_c,0,71.0,79.0
422,1,10701,Control_c,0,64.0,111.0
423,1,10716,Control_c,0,64.0,103.0
424,1,10731,Control_c,0,64.0,97.0
425,1,10747,Control_c,0,64.0,94.0
426,1,10753,Note_on_c,0,69.0,79.0
428,1,10778,Control_c,0,64.0,95.0
429,1,10793,Control_c,0,64.0,96.0
430,1,10807,Control_c,0,64.0,94.0
431,1,10823,Control_c,0,64.0,76.0
432,1,10838,Control_c,0,64.0,58.0
435,1,10890,Note_on_c,0,71.0,65.0
436,1,10937,Control_c,0,64.0,60.0
437,1,10952,Control_c,0,64.0,64.0
439,1,10963,Note_on_c,0,69.0,68.0
440,1,10967,Control_c,0,64.0,68.0
441,1,10982,Control_c,0,64.0,76.0
442,1,10997,Control_c,0,64.0,97.0
444,1,11013,Control_c,0,64.0,127.0
445,1,11019,Note_on_c,0,71.0,61.0
446,1,11074,Note_on_c,0,69.0,60.0
448,1,11125,Note_on_c,0,71.0,64.0
449,1,11128,Note_on_c,0,54.0,57.0
451,1,11183,Note_on_c,0,69.0,61.0
454,1,11236,Note_on_c,0,71.0,65.0
455,1,11269,Note_on_c,0,62.0,70.0
456,1,11294,Note_on_c,0,69.0,69.0
461,1,11349,Note_on_c,0,67.0,79.0
462,1,11403,Note_on_c,0,69.0,73.0
464,1,11489,Note_on_c,0,55.0,75.0
465,1,11585,Note_on_c,0,71.0,71.0
466,1,11591,Control_c,0,64.0,115.0
467,1,11606,Control_c,0,64.0,75.0
469,1,11621,Control_c,0,64.0,44.0
472,1,11658,Note_on_c,0,73.0,69.0
473,1,11705,Control_c,0,67.0,8.0
474,1,11720,Control_c,0,64.0,41.0
475,1,11720,Control_c,0,67.0,9.0
476,1,11735,Control_c,0,64.0,59.0
477,1,11735,Control_c,0,67.0,12.0
478,1,11738,Note_on_c,0,71.0,67.0
479,1,11739,Note_on_c,0,64.0,64.0
480,1,11750,Control_c,0,64.0,64.0
481,1,11750,Control_c,0,67.0,17.0
483,1,11765,Control_c,0,64.0,67.0
484,1,11765,Control_c,0,67.0,21.0
486,1,11781,Control_c,0,64.0,71.0
487,1,11781,Control_c,0,67.0,25.0
490,1,11796,Control_c,0,64.0,79.0
491,1,11796,Control_c,0,67.0,27.0
492,1,11800,Note_on_c,0,69.0,71.0
493,1,11810,Control_c,0,64.0,89.0
494,1,11810,Control_c,0,67.0,29.0
495,1,11826,Control_c,0,64.0,112.0
496,1,11826,Control_c,0,67.0,30.0
497,1,11841,Control_c,0,64.0,127.0
498,1,11841,Control_c,0,67.0,30.0
499,1,11841,Note_on_c,0,71.0,70.0
500,1,11857,Control_c,0,67.0,31.0
502,1,11887,Control_c,0,67.0,32.0
503,1,11903,Control_c,0,67.0,33.0
504,1,11909,Note_on_c,0,57.0,82.0
505,1,11918,Control_c,0,67.0,34.0
506,1,11920,Note_on_c,0,73.0,79.0
507,1,11933,Control_c,0,67.0,37.0
508,1,11948,Control_c,0,67.0,38.0
510,1,11963,Control_c,0,67.0,39.0
511,1,11979,Control_c,0,64.0,74.0
513,1,11994,Control_c,0,67.0,40.0
515,1,12000,Note_on_c,0,74.0,70.0
516,1,12024,Control_c,0,67.0,41.0
517,1,12039,Control_c,0,67.0,41.0
518,1,12055,Control_c,0,67.0,43.0
519,1,12063,Note_on_c,0,73.0,73.0
520,1,12070,Control_c,0,64.0,61.0
521,1,12070,Control_c,0,67.0,45.0
523,1,12082,Note_on_c,0,66.0,69.0
524,1,12084,Control_c,0,64.0,65.0
525,1,12084,Control_c,0,67.0,49.0
526,1,12100,Control_c,0,64.0,73.0
527,1,12100,Control_c,0,67.0,54.0
528,1,12115,Control_c,0,64.0,96.0
529,1,12115,Control_c,0,67.0,60.0
532,1,12129,Control_c,0,64.0,127.0
533,1,12129,Control_c,0,67.0,64.0
534,1,12134,Note_on_c,0,71.0,74.0
536,1,12145,Control_c,0,67.0,68.0
537,1,12161,Control_c,0,67.0,70.0
538,1,12177,Control_c,0,67.0,72.0
539,1,12181,Note_on_c,0,73.0,68.0
540,1,12192,Control_c,0,67.0,73.0
542,1,12207,Control_c,0,67.0,74.0
543,1,12223,Control_c,0,67.0,75.0
544,1,12237,Control_c,0,67.0,76.0
545,1,12250,Note_on_c,0,74.0,79.0
546,1,12251,Control_c,0,67.0,78.0
547,1,12254,Note_on_c,0,59.0,82.0
548,1,12267,Control_c,0,67.0,79.0
550,1,12282,Control_c,0,64.0,119.0
551,1,12282,Control_c,0,67.0,81.0
552,1,12298,Control_c,0,64.0,67.0
553,1,12298,Control_c,0,67.0,82.0
555,1,12312,Control_c,0,67.0,83.0
557,1,12318,Note_on_c,0,76.0,74.0
558,1,12327,Control_c,0,67.0,85.0
559,1,12343,Control_c,0,67.0,86.0
560,1,12358,Control_c,0,67.0,87.0
561,1,12374,Control_c,0,67.0,87.0
562,1,12389,Control_c,0,67.0,88.0
563,1,12391,Note_on_c,0,74.0,73.0
565,1,12404,Control_c,0,64.0,58.0
566,1,12404,Control_c,0,67.0,90.0
568,1,12418,Note_on_c,0,67.0,67.0
569,1,12419,Control_c,0,64.0,65.0
570,1,12419,Control_c,0,67.0,93.0
571,1,12434,Control_c,0,64.0,71.0
572,1,12434,Control_c,0,67.0,97.0
573,1,12446,Note_on_c,0,73.0,74.0
575,1,12449,Control_c,0,64.0,85.0
576,1,12449,Control_c,0,67.0,101.0
578,1,12472,Control_c,0,64.0,116.0
579,1,12472,Control_c,0,67.0,103.0
580,1,12487,Control_c,0,64.0,127.0
581,1,12487,Control_c,0,67.0,104.0
582,1,12503,Control_c,0,67.0,105.0
584,1,12517,Control_c,0,67.0,106.0
585,1,12523,Note_on_c,0,74.0,70.0
586,1,12533,Control_c,0,67.0,107.0
587,1,12548,Control_c,0,67.0,109.0
588,1,12563,Control_c,0,67.0,111.0
589,1,12578,Control_c,0,67.0,113.0
590,1,12593,Control_c,0,67.0,114.0
591,1,12596,Note_on_c,0,76.0,76.0
592,1,12599,Note_on_c,0,61.0,66.0
594,1,12608,Control_c,0,67.0,116.0
595,1,12624,Control_c,0,64.0,93.0
596,1,12624,Control_c,0,67.0,117.0
597,1,12639,Control_c,0,64.0,63.0
598,1,12639,Control_c,0,67.0,119.0
601,1,12655,Control_c,0,67.0,121.0
602,1,12661,Note_on_c,0,78.0,75.0
603,1,12670,Control_c,0,67.0,122.0
604,1,12685,Control_c,0,67.0,123.0
605,1,12701,Control_c,0,67.0,124.0
606,1,12716,Control_c,0,67.0,125.0
607,1,12730,Control_c,0,64.0,13.0
608,1,12730,Control_c,0,67.0,126.0
609,1,12746,Control_c,0,64.0,54.0
610,1,12746,Control_c,0,67.0,127.0
612,1,12747,Note_on_c,0,76.0,70.0
613,1,12755,Note_on_c,0,69.0,60.0
614,1,12761,Control_c,0,64.0,63.0
615,1,12761,Control_c,0,67.0,127.0
616,1,12776,Control_c,0,64.0,65.0
619,1,12791,Control_c,0,64.0,68.0
621,1,12806,Control_c,0,64.0,72.0
622,1,12813,Note_on_c,0,74.0,72.0
623,1,12822,Control_c,0,64.0,75.0
624,1,12837,Control_c,0,64.0,80.0
625,1,12851,Control_c,0,64.0,82.0
627,1,12867,Control_c,0,64.0,83.0
628,1,12872,Note_on_c,0,76.0,62.0
629,1,12927,Control_c,0,64.0,82.0
630,1,12939,Note_on_c,0,78.0,73.0
631,1,12943,Control_c,0,64.0,74.0
632,1,12951,Note_on_c,0,62.0,57.0
633,1,12958,Control_c,0,64.0,61.0
637,1,13015,Note_on_c,0,79.0,63.0
638,1,13051,Control_c,0,64.0,41.0
639,1,13067,Control_c,0,64.0,60.0
640,1,13077,Note_on_c,0,78.0,67.0
641,1,13081,Control_c,0,64.0,64.0
644,1,13097,Control_c,0,64.0,67.0
645,1,13097,Note_on_c,0,71.0,61.0
646,1,13112,Control_c,0,64.0,72.0
647,1,13112,Control_c,0,67.0,127.0
648,1,13127,Control_c,0,64.0,78.0
649,1,13127,Control_c,0,67.0,126.0
652,1,13143,Control_c,0,64.0,85.0
653,1,13150,Note_on_c,0,76.0,64.0
654,1,13157,Control_c,0,64.0,99.0
655,1,13173,Control_c,0,64.0,127.0
656,1,13173,Control_c,0,67.0,125.0
657,1,13188,Control_c,0,67.0,125.0
658,1,13201,Note_on_c,0,78.0,61.0
659,1,13202,Control_c,0,67.0,124.0
661,1,13272,Control_c,0,64.0,75.0
662,1,13275,Note_on_c,0,79.0,72.0
665,1,13286,Control_c,0,67.0,123.0
666,1,13287,Note_on_c,0,64.0,51.0
667,1,13302,Control_c,0,67.0,122.0
668,1,13317,Control_c,0,67.0,122.0
670,1,13338,Note_on_c,0,81.0,64.0
671,1,13362,Control_c,0,64.0,34.0
672,1,13378,Control_c,0,64.0,56.0
673,1,13393,Control_c,0,64.0,63.0
675,1,13406,Note_on_c,0,79.0,65.0
676,1,13408,Control_c,0,64.0,66.0
678,1,13423,Control_c,0,64.0,69.0
679,1,13428,Note_on_c,0,73.0,55.0
680,1,13438,Control_c,0,64.0,75.0
682,1,13454,Control_c,0,64.0,80.0
684,1,13462,Note_on_c,0,78.0,64.0
685,1,13469,Control_c,0,64.0,90.0
686,1,13484,Control_c,0,64.0,127.0
687,1,13484,Control_c,0,67.0,121.0
689,1,13499,Control_c,0,67.0,121.0
690,1,13531,Note_on_c,0,79.0,75.0
691,1,13575,Control_c,0,64.0,84.0
692,1,13575,Control_c,0,67.0,121.0
693,1,13590,Control_c,0,64.0,50.0
695,1,13593,Note_on_c,0,81.0,75.0
696,1,13598,Note_on_c,0,66.0,56.0
698,1,13621,Control_c,0,67.0,121.0
699,1,13636,Control_c,0,67.0,120.0
701,1,13661,Note_on_c,0,83.0,68.0
702,1,13667,Control_c,0,64.0,49.0
703,1,13682,Control_c,0,64.0,61.0
704,1,13697,Control_c,0,64.0,65.0
705,1,13712,Control_c,0,64.0,68.0
706,1,13712,Control_c,0,67.0,121.0
708,1,13726,Note_on_c,0,81.0,71.0
710,1,13727,Control_c,0,64.0,72.0
711,1,13742,Control_c,0,64.0,78.0
712,1,13752,Note_on_c,0,74.0,63.0
713,1,13757,Control_c,0,64.0,80.0
715,1,13773,Control_c,0,64.0,80.0
717,1,13784,Note_on_c,0,79.0,71.0
718,1,13820,Control_c,0,67.0,120.0
720,1,13841,Note_on_c,0,81.0,67.0
721,1,13849,Control_c,0,64.0,76.0
722,1,13865,Control_c,0,64.0,67.0
723,1,13865,Control_c,0,67.0,121.0
725,1,13880,Control_c,0,67.0,121.0
726,1,13893,Note_on_c,0,83.0,81.0
728,1,13911,Note_on_c,0,67.0,56.0
731,1,14009,Control_c,0,67.0,122.0
732,1,14102,Note_on_c,0,85.0,76.0
733,1,14109,Note_on_c,0,69.0,60.0
736,1,14161,Control_c,0,67.0,122.0
737,1,14177,Control_c,0,67.0,123.0
738,1,14285,Note_on_c,0,86.0,74.0
739,1,14287,Note_on_c,0,71.0,66.0
741,1,14328,Control_c,0,67.0,123.0
742,1,14362,Note_on_c,0,85.0,74.0
744,1,14388,Control_c,0,67.0,123.0
745,1,14419,Control_c,0,67.0,122.0
746,1,14434,Control_c,0,67.0,122.0
747,1,14446,Note_on_c,0,83.0,72.0
748,1,14449,Control_c,0,67.0,121.0
750,1,14465,Control_c,0,67.0,121.0
751,1,14510,Control_c,0,67.0,120.0
752,1,14523,Note_on_c,0,81.0,77.0
754,1,14541,Control_c,0,67.0,119.0
755,1,14556,Control_c,0,67.0,118.0
756,1,14571,Control_c,0,67.0,116.0
758,1,14586,Control_c,0,67.0,115.0
759,1,14598,Note_on_c,0,67.0,60.0
760,1,14601,Control_c,0,67.0,112.0
761,1,14607,Note_on_c,0,79.0,73.0
762,1,14618,Control_c,0,67.0,111.0
764,1,14633,Control_c,0,67.0,109.0
765,1,14648,Control_c,0,67.0,108.0
766,1,14663,Control_c,0,67.0,108.0
768,1,14678,Control_c,0,67.0,107.0
769,1,14682,Note_on_c,0,78.0,73.0
770,1,14694,Control_c,0,67.0,106.0
771,1,14709,Control_c,0,67.0,105.0
772,1,14724,Control_c,0,67.0,103.0
773,1,14740,Control_c,0,67.0,100.0
774,1,14752,Note_on_c,0,76.0,64.0
775,1,14755,Control_c,0,67.0,96.0
777,1,14777,Control_c,0,67.0,93.0
778,1,14792,Control_c,0,67.0,91.0
780,1,14807,Control_c,0,67.0,90.0
781,1,14815,Note_on_c,0,74.0,72.0
782,1,14822,Control_c,0,67.0,90.0
783,1,14837,Control_c,0,67.0,89.0
785,1,14868,Control_c,0,67.0,89.0
786,1,14883,Control_c,0,67.0,88.0
787,1,14899,Control_c,0,67.0,87.0
788,1,14914,Control_c,0,67.0,86.0
789,1,14925,Note_on_c,0,69.0,58.0
790,1,14929,Control_c,0,67.0,85.0
791,1,14936,Note_on_c,0,78.0,74.0
794,1,14987,Note_on_c,0,76.0,68.0
795,1,15005,Control_c,0,67.0,84.0
797,1,15035,Control_c,0,67.0,84.0
798,1,15039,Note_on_c,0,78.0,71.0
799,1,15066,Control_c,0,67.0,83.0
800,1,15081,Control_c,0,67.0,83.0
802,1,15097,Control_c,0,67.0,82.0
803,1,15101,Note_on_c,0,76.0,62.0
805,1,15144,Note_on_c,0,78.0,65.0
807,1,15199,Note_on_c,0,76.0,68.0
808,1,15202,Control_c,0,67.0,82.0
809,1,15218,Control_c,0,67.0,81.0
811,1,15241,Note_on_c,0,57.0,53.0
812,1,15254,Note_on_c,0,78.0,69.0
815,1,15317,Note_on_c,0,76.0,61.0
817,1,15363,Note_on_c,0,78.0,70.0
819,1,15426,Note_on_c,0,76.0,67.0
820,1,15431,Control_c,0,67.0,81.0
822,1,15482,Note_on_c,0,74.0,56.0
824,1,15522,Control_c,0,67.0,80.0
825,1,15552,Note_on_c,0,76.0,56.0
826,1,15616,Note_on_c,0,74.0,61.0
828,1,15626,Note_on_c,0,50.0,37.0
829,1,15651,Control_c,0,67.0,80.0
830,1,15666,Control_c,0,64.0,49.0
831,1,15666,Control_c,0,67.0,79.0
832,1,15681,Control_c,0,64.0,63.0
833,1,15681,Control_c,0,67.0,79.0
836,1,15697,Control_c,0,64.0,68.0
837,1,15697,Control_c,0,67.0,78.0
838,1,15712,Control_c,0,64.0,83.0
839,1,15712,Control_c,0,67.0,77.0
840,1,15727,Control_c,0,64.0,127.0
841,1,15727,Control_c,0,67.0,75.0
842,1,15743,Control_c,0,67.0,73.0
843,1,15758,Control_c,0,67.0,72.0
844,1,15773,Control_c,0,67.0,71.0
845,1,15788,Control_c,0,67.0,71.0
846,1,15925,Control_c,0,67.0,71.0
847,1,15955,Control_c,0,67.0,71.0
848,1,15986,Control_c,0,67.0,70.0
849,1,16069,Note_on_c,0,82.0,72.0
850,1,16073,Note_on_c,0,79.0,62.0
851,1,16090,Control_c,0,67.0,70.0
852,1,16121,Control_c,0,64.0,74.0
